150 11175
33 146 48
148 47 100
72 27 22
146 10 89
41 139 92
62 81 73
134 137 71
97 106 17
141 3 5
143 116 100
98 51 46
146 49 93
147 121 23
118 19 33
8 61 72
51 25 55
123 9 42
45 106 1
114 149 6
20 44 22
19 143 25
14 41 26
109 38 49
81 58 19
115 66 82
138 19 7
144 45 68
137 142 26
87 106 75
92 127 20
115 48 65
91 115 6
116 74 94
67 57 54
135 74 70
68 62 41
26 56 36
143 43 29
20 33 87
46 27 64
117 45 15
31 136 80
38 5 56
31 72 65
134 109 39
55 27 53
146 105 61
33 0 56
63 20 39
50 118 19
13 86 64
129 19 2
8 58 59
65 141 83
29 28 44
67 135 23
69 33 78
29 67 28
85 130 98
75 30 19
145 96 57
58 75 76
62 136 86
122 51 80
105 133 58
98 50 45
21 22 79
48 103 98
76 90 78
25 16 11
145 63 59
29 86 22
64 58 76
45 65 9
54 14 11
49 87 83
77 135 89
74 113 79
103 41 97
65 36 61
123 140 85
9 19 23
30 135 81
57 31 99
15 85 63
128 36 52
112 15 39
50 141 53
131 95 46
77 10 84
139 36 24
75 45 45
97 75 81
80 133 14
128 50 49
92 28 88
143 141 3
81 41 45
35 74 42
30 54 4
16 43 90
141 21 35
136 118 13
18 100 98
81 78 98
79 72 77
68 65 20
21 49 63
17 84 38
108 17 92
111 33 37
53 76 58
39 62 29
101 80 29
48 11 10
98 143 32
26 113 100
95 134 99
107 1 33
96 11 100
87 25 35
76 78 62
33 117 76
11 121 59
142 71 22
51 19 67
32 45 81
131 140 65
129 0 69
114 148 80
63 86 55
0 64 35
13 97 55
88 11 26
146 3 49
20 106 19
36 138 14
16 22 7
33 53 59
51 17 7
132 133 95
89 35 59
123 48 9
79 136 20
6 35 25
5 55 81
23 91 71
138 10 95
94 43 99
4 146 18
11 30 53
5 119 90
116 145 38
24 74 77
145 81 12
21 86 69
101 109 62
123 97 24
18 94 19
18 98 15
87 11 96
140 69 67
129 35 12
69 111 37
145 106 18
8 29 56
128 130 65
91 5 14
65 23 58
133 41 59
48 31 70
45 73 39
11 104 76
25 23 37
61 70 45
80 78 24
35 108 6
1 50 62
64 115 85
124 98 79
132 48 60
53 145 33
44 59 87
69 84 13
108 145 33
102 127 64
28 12 72
83 13 72
144 129 87
131 103 88
61 137 88
22 93 36
56 137 45
44 56 79
56 14 26
139 19 55
52 47 17
125 130 32
47 27 61
135 60 15
22 23 2
62 45 45
97 101 34
41 145 93
121 104 9
98 145 28
70 22 58
101 121 87
111 107 97
75 31 70
79 93 17
25 92 70
11 35 15
53 58 21
11 6 16
139 110 15
65 30 90
24 33 11
10 145 70
108 122 2
79 103 97
95 129 40
114 42 77
31 95 36
51 106 44
119 147 57
83 115 89
122 41 73
133 104 68
2 62 92
105 44 96
2 41 27
43 58 19
119 141 16
104 94 22
148 63 22
54 147 39
42 119 82
116 4 86
35 59 51
77 14 45
124 16 88
0 59 46
120 81 89
108 85 47
19 136 66
51 102 70
88 138 79
38 117 46
84 91 62
22 143 24
69 113 55
108 148 42
143 8 30
39 90 21
135 11 9
102 114 14
21 53 54
52 91 21
97 26 14
60 100 7
135 71 22
141 29 22
33 22 80
86 1 34
45 103 48
8 26 51
63 130 45
85 77 21
48 40 23
56 25 44
79 17 26
100 102 100
31 66 14
53 2 67
86 99 20
83 9 99
36 72 29
80 59 9
52 107 99
124 65 26
19 144 45
94 146 97
94 28 15
109 133 20
28 69 71
45 142 55
126 72 65
134 124 24
84 0 92
59 72 36
6 16 35
54 12 15
19 24 98
90 52 69
12 101 75
94 49 68
99 25 90
65 61 67
40 145 19
81 106 91
19 112 60
5 17 24
19 88 98
68 80 52
88 92 54
