400 79800
67 365 79
283 15 45
109 69 9
147 257 1
127 220 80
71 107 64
341 218 71
282 10 30
264 229 56
258 128 47
104 195 65
234 79 32
378 140 53
286 287 63
286 14 83
117 37 42
81 378 61
103 212 23
332 28 52
388 239 33
386 343 28
302 129 59
233 59 99
138 298 38
300 136 4
234 254 41
275 335 71
87 390 36
309 323 64
313 263 3
397 201 98
324 104 79
235 289 39
285 379 37
223 279 73
126 113 79
19 341 66
241 28 57
276 290 80
340 155 43
194 152 96
344 28 100
222 215 42
160 101 21
348 324 53
273 2 18
51 373 11
117 215 92
125 91 82
104 383 89
298 178 93
293 122 21
345 344 37
238 57 90
110 5 66
262 230 68
32 282 42
142 351 57
233 76 100
166 132 84
206 30 62
398 275 36
171 220 32
207 58 89
248 121 47
213 335 77
180 367 11
73 110 14
181 295 90
381 62 22
116 268 4
77 219 80
64 390 100
395 197 11
384 45 32
282 210 67
10 342 87
21 16 49
334 149 44
276 82 58
349 198 79
53 275 98
32 291 88
183 287 37
345 223 34
228 105 44
47 115 86
233 88 54
33 23 4
176 251 86
286 200 85
264 205 12
61 237 4
248 373 91
184 270 14
69 99 19
212 98 86
297 283 75
351 316 50
154 44 1
391 330 53
75 194 59
387 255 48
142 55 73
232 191 44
97 260 95
67 24 45
152 322 28
278 225 44
27 331 40
379 322 71
84 350 65
394 289 73
141 31 80
166 215 24
109 312 84
55 331 9
99 35 83
26 314 8
221 293 91
60 225 65
230 261 15
147 255 4
271 396 87
2 162 2
325 223 66
109 278 97
269 329 33
351 355 99
210 128 92
0 189 69
16 371 30
31 70 85
334 293 34
173 296 48
274 221 72
240 330 2
136 151 32
20 102 39
218 264 68
262 216 9
82 233 32
212 264 3
148 150 96
33 323 92
81 150 14
304 390 96
357 78 48
388 99 2
279 269 19
346 83 35
106 166 68
237 330 84
39 30 87
87 64 62
78 97 12
243 1 54
291 358 33
138 299 84
391 178 5
109 76 89
396 134 7
115 371 89
99 363 19
137 50 35
98 80 32
162 276 85
215 167 44
347 257 95
82 200 73
87 262 1
127 258 35
285 373 58
373 24 21
43 161 23
178 212 56
361 374 84
146 189 3
289 89 60
