250 31125
38 244 20
35 180 62
155 238 19
114 219 52
39 44 81
193 175 88
65 120 64
99 2 85
120 35 87
71 7 94
241 147 40
160 35 21
71 190 9
41 157 30
245 48 26
127 241 51
166 57 73
179 8 76
213 128 63
0 51 22
95 42 69
36 203 54
56 126 47
166 20 4
246 15 52
221 244 46
224 161 53
96 90 63
73 54 94
187 156 95
58 103 38
77 139 93
232 196 69
78 214 41
81 210 8
235 34 3
130 110 64
184 206 54
246 132 10
141 171 18
236 230 71
225 159 61
19 141 59
189 72 73
130 5 86
187 240 22
239 222 32
202 8 40
108 5 22
169 248 44
137 234 26
59 61 85
121 80 78
231 20 52
204 150 58
91 87 50
12 179 75
145 233 83
234 193 90
58 113 89
53 102 25
130 161 37
116 33 67
243 14 89
147 70 39
204 13 29
205 25 60
179 22 43
14 7 37
103 167 2
43 72 4
218 202 17
204 68 50
122 163 17
61 60 37
1 116 1
29 72 28
190 103 3
233 117 60
71 73 29
124 116 1
29 186 53
95 242 73
195 115 86
161 176 97
49 29 65
201 161 89
231 101 43
33 186 12
194 109 87
22 233 56
24 12 42
228 108 35
0 155 52
37 168 30
135 69 59
100 21 20
238 104 72
82 137 8
44 183 18
32 205 53
137 81 18
31 59 76
167 59 33
168 96 1
197 84 20
5 184 43
225 172 97
148 5 36
155 151 19
124 183 26
179 173 57
246 204 16
23 121 27
57 141 76
157 88 10
178 195 94
73 170 68
219 68 75
207 76 26
25 52 12
151 83 35
209 181 41
225 204 12
3 11 55
128 20 43
87 51 38
82 124 61
102 195 81
126 152 59
154 30 64
115 181 47
249 140 31
41 217 37
204 221 51
8 201 71
150 141 74
89 223 98
51 177 44
82 54 98
142 208 28
5 73 11
54 174 4
34 215 73
172 169 94
243 179 89
168 120 64
116 172 92
111 106 46
110 100 56
38 208 81
100 114 55
53 0 22
76 172 93
171 245 22
218 90 3
156 8 73
170 124 97
213 87 55
208 198 58
13 88 16
243 188 80
249 94 80
72 170 52
64 91 47
85 162 87
239 68 46
13 90 72
62 53 62
68 113 12
175 228 50
240 73 90
169 72 84
200 144 4
52 60 48
0 247 60
39 236 80
234 102 21
7 164 24
118 232 88
29 158 66
130 148 40
53 120 11
209 24 73
58 127 71
217 166 9
46 150 61
216 9 75
42 230 58
231 111 18
148 242 18
139 14 38
55 169 61
115 128 37
87 186 14
159 5 30
218 52 82
128 120 94
55 14 74
214 97 85
31 246 29
98 237 43
188 42 63
0 157 43
86 97 32
152 6 87
31 76 41
15 205 14
8 10 80
231 224 28
65 107 26
96 205 13
38 245 56
2 245 15
197 184 64
78 86 21
66 117 97
209 234 54
74 242 66
203 75 42
32 243 99
107 89 7
22 127 2
127 232 50
93 179 34
157 7 20
227 175 89
225 134 76
31 208 68
96 14 44
238 46 87
236 6 26
144 28 55
48 7 37
197 100 66
132 7 25
153 86 1
143 164 37
118 195 48
86 41 64
231 29 12
17 118 18
244 12 46
200 162 55
37 109 56
154 93 15
29 246 2
181 140 16
69 8 63
166 196 4
129 29 86
241 46 54
210 142 18
208 93 81
212 232 42
67 238 36
32 17 84
185 50 24
2 120 35
14 138 83
169 120 13
104 213 61
9 173 6
29 131 1
211 196 83
2 13 21
239 147 41
223 184 93
198 186 63
34 200 54
231 76 37
43 86 62
248 217 46
148 178 42
132 32 57
3 22 55
95 97 39
237 147 78
102 34 28
207 203 50
80 184 29
18 227 17
129 78 84
224 226 62
117 109 44
24 214 18
78 161 67
168 148 15
25 59 2
76 241 88
204 9 17
20 241 95
53 67 74
116 185 83
212 209 99
181 139 10
248 159 60
64 207 13
164 232 24
217 58 66
56 115 77
122 135 68
119 41 36
92 9 73
26 221 32
174 5 23
85 3 32
144 169 89
158 83 73
232 152 34
149 208 99
75 80 36
243 199 29
80 143 39
102 169 12
83 195 67
157 132 22
38 129 91
127 37 76
151 121 78
234 122 36
182 198 67
118 43 68
48 123 14
136 225 33
48 160 81
66 169 65
88 207 94
28 186 84
154 88 57
33 72 80
19 107 28
187 77 21
54 125 46
167 12 23
52 162 35
234 80 4
48 168 61
242 49 48
75 55 88
131 88 10
60 107 17
61 201 72
206 220 86
178 22 98
162 108 30
65 157 49
28 1 100
177 76 55
164 59 95
75 222 5
94 113 1
189 175 52
160 131 75
245 162 49
94 74 8
24 242 15
224 20 16
223 197 94
129 111 5
225 186 29
179 132 93
30 72 68
183 84 51
159 80 13
158 26 40
15 50 82
131 126 52
146 201 49
191 80 60
45 158 98
224 87 81
118 219 55
187 5 39
137 164 19
0 174 48
39 189 50
70 172 27
121 170 28
221 111 61
80 9 19
79 85 58
109 203 28
63 140 35
102 129 1
72 231 76
69 122 17
219 192 92
97 165 62
74 238 26
86 68 35
154 148 22
14 109 27
93 25 17
177 229 98
129 51 80
6 223 52
175 44 97
16 141 64
27 67 3
2 6 23
88 12 23
9 26 83
235 119 8
203 148 89
51 130 92
232 136 65
183 61 61
31 179 54
45 207 24
149 61 30
71 2 42
244 11 19
128 247 90
37 52 91
175 205 21
216 187 7
231 223 71
243 4 50
147 151 59
220 50 23
151 224 75
242 70 88
212 198 37
52 235 90
214 228 33
172 61 6
44 55 62
96 54 14
206 126 66
128 27 42
154 19 12
192 84 62
180 238 99
119 232 11
116 196 90
207 15 8
118 111 62
181 67 40
249 48 67
40 54 89
4 98 75
165 29 63
164 148 95
174 116 43
15 166 65
66 123 80
125 242 93
239 25 63
228 126 63
97 167 67
87 171 68
161 188 97
223 102 47
119 129 14
63 144 80
227 62 56
9 188 50
151 177 27
65 7 54
27 104 23
146 191 46
113 204 84
109 177 89
207 148 18
70 211 12
202 189 75
59 198 13
158 99 92
134 17 99
89 146 6
211 42 47
208 7 54
42 218 31
80 176 30
99 98 91
160 50 32
34 109 80
198 119 32
141 106 49
240 195 45
45 9 40
143 217 99
196 111 68
29 43 44
10 142 44
202 53 97
84 189 8
163 240 28
46 131 34
196 223 31
141 18 90
82 14 8
30 62 19
49 193 13
244 203 57
38 156 60
234 92 52
141 5 92
168 154 75
153 100 49
84 93 69
23 175 83
32 58 48
153 107 41
67 102 97
123 242 53
85 226 97
236 117 52
229 138 58
103 143 59
201 227 2
170 103 80
4 237 38
3 242 47
94 59 99
92 35 93
246 120 69
242 208 39
95 187 29
103 40 72
211 94 52
162 14 57
141 120 94
30 124 39
27 70 50
227 162 85
170 158 7
190 150 15
78 245 4
58 98 97
80 161 41
33 176 5
89 67 75
234 200 99
224 227 69
24 204 33
210 226 91
17 167 91
133 97 89
39 156 89
235 88 51
25 223 27
181 164 96
105 0 96
6 225 25
226 249 82
109 209 58
149 78 27
192 64 75
82 103 33
70 88 73
72 113 46
148 146 12
246 1 12
43 109 37
68 188 88
149 47 50
58 48 28
135 92 42
161 174 47
93 97 35
67 169 50
14 170 96
125 18 100
236 61 11
175 231 99
214 130 48
213 41 49
143 176 91
34 189 68
233 134 15
167 201 86
214 192 24
215 30 38
76 57 69
226 22 52
174 235 43
124 230 21
166 117 60
133 100 96
49 17 97
237 38 64
242 105 8
118 70 40
55 248 98
75 225 72
226 1 7
20 227 40
240 143 7
1 129 7
146 178 74
94 165 63
109 10 68
168 230 40
8 137 91
7 212 18
28 41 69
136 61 48
225 52 41
181 155 20
237 154 51
163 248 18
127 210 30
196 128 10
85 136 99
75 143 62
142 23 53
62 160 14
209 135 18
21 54 30
73 217 28
41 196 90
222 142 19
32 228 57
182 155 3
193 150 26
97 64 86
63 126 74
80 228 91
105 101 47
136 175 17
64 68 13
155 40 56
23 174 36
232 209 91
84 152 43
61 102 8
199 165 84
222 97 12
164 55 15
160 191 92
226 5 60
91 13 53
246 36 79
231 120 38
223 56 43
116 118 45
175 169 62
8 141 59
171 157 64
185 67 6
79 146 63
40 237 26
42 85 65
173 66 35
12 141 92
106 109 12
52 34 81
163 42 24
224 65 31
237 1 48
44 80 96
107 222 83
34 15 68
248 40 86
185 154 28
178 11 39
39 165 24
69 79 16
194 155 32
124 142 85
223 187 67
219 146 89
53 32 56
223 133 98
60 68 5
39 246 66
128 35 33
1 206 64
18 150 69
101 126 12
37 201 1
53 170 99
144 76 31
101 151 14
201 211 34
205 1 82
104 232 75
68 0 27
186 204 3
49 241 55
201 147 77
249 143 5
182 244 6
247 47 70
131 2 23
112 74 4
231 31 88
157 99 90
38 187 36
44 240 33
29 24 22
137 21 20
206 4 74
128 219 51
133 52 82
120 209 83
209 45 70
105 186 59
140 230 50
174 155 92
101 185 16
124 72 39
195 130 44
19 110 63
19 243 17
152 215 76
134 26 72
3 131 10
14 123 40
163 47 48
6 0 85
21 227 57
11 172 89
154 43 99
118 164 94
134 66 61
212 52 37
85 158 21
144 172 94
35 187 94
82 193 44
166 66 23
174 77 46
164 84 41
14 54 56
107 189 74
119 3 27
158 88 35
78 232 9
121 17 98
64 202 93
110 220 9
132 145 88
179 59 74
122 74 29
229 33 20
152 5 23
230 163 13
216 241 47
226 214 16
173 29 68
165 241 39
165 7 47
88 129 71
168 108 57
187 112 12
61 93 77
23 161 68
69 138 82
87 61 13
204 79 56
42 154 82
229 171 39
226 10 20
206 218 40
19 29 35
245 155 47
64 76 87
246 163 100
160 220 79
66 114 36
49 94 57
39 70 17
158 70 48
237 27 16
178 46 47
213 42 54
11 106 83
49 204 96
148 217 66
77 33 31
12 184 77
220 223 99
189 131 19
86 220 46
53 148 43
151 213 37
155 224 43
87 125 100
34 24 67
202 203 52
234 67 36
110 37 9
158 226 42
26 164 62
172 217 60
216 119 76
52 126 50
96 65 78
197 99 2
163 51 5
14 35 22
151 247 61
159 155 88
2 182 4
65 206 22
27 172 43
202 76 21
203 172 86
80 120 37
231 135 89
187 2 26
210 153 74
21 165 81
160 19 63
65 85 21
86 112 45
180 64 71
150 17 46
37 98 68
24 181 3
62 221 7
89 181 11
12 54 78
45 66 97
9 132 82
180 70 44
124 103 10
247 3 30
144 143 80
161 167 61
165 81 34
24 170 16
184 35 22
213 80 41
159 89 75
43 121 97
186 98 50
98 95 6
27 91 49
156 104 16
68 121 99
202 145 19
119 181 6
192 144 36
82 156 28
58 199 49
105 237 97
106 85 94
111 112 85
111 120 41
28 189 13
26 141 58
47 112 40
102 54 86
90 239 42
167 47 41
217 4 79
14 111 64
109 74 79
46 38 1
86 66 92
248 93 85
56 140 47
147 94 52
234 184 43
216 69 47
146 185 10
162 44 36
142 90 74
242 29 91
134 27 36
18 185 28
15 184 72
168 169 57
60 45 8
101 113 79
249 10 14
8 172 11
194 64 53
19 56 82
59 42 10
146 163 97
123 178 32
195 198 51
53 110 96
12 211 59
41 63 71
106 71 43
68 117 9
121 137 18
202 48 60
163 195 73
60 170 3
243 217 53
243 20 13
140 33 77
150 74 90
171 32 61
215 101 31
193 128 18
2 42 65
77 204 36
181 49 53
234 144 74
248 34 57
224 36 33
13 59 67
226 127 18
158 53 94
227 246 73
94 100 67
9 177 73
248 195 16
173 193 2
131 20 38
15 135 100
182 111 77
51 121 30
97 98 76
169 45 26
135 54 6
157 102 17
80 202 64
45 126 59
146 109 79
135 125 65
184 159 28
110 62 100
242 65 1
97 74 53
163 154 6
128 51 84
36 49 95
67 37 72
131 221 81
10 184 96
11 23 57
111 190 38
107 34 55
158 131 82
162 146 38
17 24 40
202 162 91
247 229 78
18 212 52
51 223 36
248 86 59
104 49 1
243 157 35
50 167 18
181 79 14
68 97 90
109 151 53
52 148 84
179 167 97
130 70 22
15 68 58
26 172 8
78 18 67
165 68 84
132 249 63
98 169 62
193 35 62
177 214 81
123 197 53
144 64 21
1 192 46
10 123 64
28 38 82
111 22 33
126 120 54
237 162 37
14 32 89
46 155 38
149 151 54
171 5 97
116 117 70
212 109 32
196 235 5
202 223 67
190 75 22
112 191 7
202 90 64
192 160 71
190 129 88
209 60 86
220 125 96
4 173 31
158 125 6
76 66 32
99 30 73
155 232 63
219 221 54
36 163 67
108 104 98
47 165 58
133 238 33
180 242 7
110 2 84
116 180 2
173 37 14
138 108 37
193 246 3
159 104 7
106 151 74
216 136 64
200 66 56
108 177 10
142 145 40
93 194 72
177 219 11
140 107 69
29 51 65
81 62 21
89 21 72
12 237 9
26 187 77
133 46 4
243 40 51
134 235 45
55 162 15
217 155 74
135 184 25
151 15 38
21 104 9
145 218 48
155 96 35
231 230 33
235 75 73
134 219 23
150 186 78
198 75 81
37 199 37
244 249 4
130 82 86
63 169 63
137 7 75
197 141 44
170 41 80
149 64 4
165 114 32
47 3 83
34 150 77
91 246 78
96 127 10
82 42 30
244 179 87
218 127 30
13 149 21
245 150 85
150 65 52
131 215 5
15 249 6
141 192 52
220 38 31
132 120 23
213 217 53
51 37 32
30 51 83
50 46 83
236 196 51
37 180 66
194 195 17
1 189 59
202 11 99
235 143 20
207 106 39
211 157 26
194 187 77
76 89 75
211 178 24
13 215 54
30 11 51
46 12 92
106 67 54
204 52 97
25 111 56
63 73 63
139 17 53
15 196 44
142 157 22
215 170 90
70 52 51
120 98 64
212 56 31
167 10 83
220 99 69
185 90 39
189 208 85
32 100 94
156 65 16
245 135 68
95 107 18
60 171 24
92 88 84
176 104 22
140 111 14
130 50 22
214 83 22
159 91 89
24 86 24
43 33 34
160 196 57
185 38 96
119 215 2
42 87 78
65 79 40
179 210 90
0 26 25
24 186 66
112 62 54
188 208 88
121 220 34
77 156 74
224 127 39
77 169 26
107 235 8
146 16 18
87 118 44
214 142 32
181 5 97
235 193 5
174 166 77
59 95 33
232 172 60
223 249 32
50 106 19
207 104 35
74 44 53
70 110 48
103 41 3
199 128 98
105 154 14
232 65 59
116 48 33
26 123 33
59 173 91
77 131 48
213 205 92
217 127 4
114 231 45
16 32 26
65 138 80
178 222 46
239 88 96
73 216 69
55 25 42
98 102 23
140 135 58
43 249 39
237 118 24
14 183 12
94 214 36
91 55 24
136 128 41
54 36 68
247 236 73
72 83 40
111 16 77
102 105 95
125 120 30
138 66 96
123 157 3
48 43 84
190 199 22
108 48 8
230 120 93
19 74 16
46 186 84
72 140 89
99 153 27
95 128 84
247 176 79
232 117 80
3 77 29
10 57 99
202 178 24
219 76 12
104 148 2
95 68 69
205 168 72
234 13 2
169 112 78
148 95 97
29 98 74
107 211 33
158 15 14
181 87 90
94 191 91
147 36 9
215 242 79
186 78 44
239 247 7
116 247 54
65 27 54
90 134 67
173 42 33
138 75 70
179 21 61
119 168 100
230 133 42
8 171 22
152 160 19
10 27 17
65 194 46
218 34 30
185 59 25
19 197 100
190 127 72
200 98 92
99 180 26
92 189 47
163 193 58
84 203 87
197 88 67
26 125 77
0 144 76
75 137 4
166 88 34
243 33 25
140 48 68
197 132 73
115 81 34
131 210 61
59 62 56
185 66 42
39 141 81
242 160 72
228 153 7
152 145 55
122 92 40
146 179 24
41 44 58
24 28 70
234 87 32
191 124 49
85 164 42
217 8 4
40 236 60
146 241 55
51 215 100
65 152 76
22 28 4
41 115 43
225 158 18
225 95 34
116 63 42
122 103 81
31 102 22
85 153 37
186 195 50
115 10 3
42 135 83
145 28 48
39 3 9
58 228 54
241 197 69
183 69 25
65 100 27
86 37 30
174 224 77
123 191 87
77 233 74
60 230 3
9 19 8
117 180 39
71 171 36
41 206 7
115 21 59
41 209 46
222 133 72
98 7 15
87 84 50
210 246 80
214 6 52
74 225 34
162 148 55
49 190 14
5 55 85
15 199 47
62 171 30
84 122 89
0 209 26
2 21 22
233 88 30
86 162 6
119 176 54
87 82 52
223 97 51
69 159 22
151 95 46
91 198 57
116 200 29
240 183 19
119 20 83
224 139 59
80 65 86
23 4 70
226 80 17
26 1 28
100 152 76
45 244 74
182 202 9
2 72 29
234 148 21
244 228 38
229 104 43
0 80 75
16 209 76
145 161 81
120 58 77
43 212 89
18 246 44
177 248 18
207 84 16
229 78 97
169 159 51
113 159 33
137 27 94
14 25 7
44 145 66
22 41 30
213 161 77
106 88 75
25 148 12
240 229 40
36 148 50
38 11 61
223 0 91
218 15 66
125 161 61
192 184 2
221 147 64
247 105 54
124 130 54
85 222 36
226 111 84
27 1 98
238 224 98
78 45 13
193 170 75
55 112 11
209 185 10
24 35 15
177 159 47
183 96 21
20 174 82
153 202 84
2 190 10
0 120 7
140 220 41
100 179 29
59 203 64
225 233 25
123 18 23
225 43 49
60 46 91
222 148 61
178 114 76
157 5 49
99 207 80
79 17 86
242 94 19
166 218 89
38 212 27
85 39 72
185 100 18
226 174 18
238 204 33
166 213 40
64 63 97
243 142 66
228 237 61
48 5 31
136 146 93
114 83 32
238 18 84
55 244 10
225 85 65
9 1 28
48 65 93
44 160 88
12 241 27
222 141 82
104 130 28
229 84 82
176 217 61
140 226 64
170 126 81
114 170 92
53 34 85
229 108 26
13 212 56
90 58 53
103 140 39
134 57 81
11 233 48
224 124 76
187 146 52
68 112 25
211 166 59
95 247 68
222 10 80
128 203 41
232 56 33
170 190 40
203 201 23
100 27 99
76 215 47
29 33 60
153 244 28
164 89 77
33 61 38
114 41 41
106 125 99
238 148 41
29 101 42
54 53 72
202 231 37
201 11 70
62 16 66
89 32 57
67 65 20
204 32 64
146 138 39
144 127 89
184 8 42
28 62 46
149 15 79
87 68 42
58 130 59
23 71 43
31 138 59
100 195 41
63 91 81
4 88 8
194 124 17
236 4 81
183 5 48
111 92 16
153 2 96
63 25 19
5 56 58
115 9 53
7 72 96
38 178 86
47 123 11
65 211 67
146 144 75
93 107 69
106 175 99
175 33 56
136 8 89
83 46 68
119 195 41
131 11 54
249 9 48
123 102 5
192 63 68
115 170 45
63 197 28
68 181 27
184 169 85
123 2 83
92 121 28
184 104 41
237 104 50
36 227 3
90 21 18
109 136 88
54 200 87
31 120 20
9 157 39
245 30 92
129 224 15
107 158 20
197 145 76
149 181 5
101 123 77
218 85 65
108 241 17
46 124 88
166 134 45
204 231 77
97 213 51
112 70 11
83 119 58
158 18 91
164 221 14
90 42 51
5 150 42
221 196 67
160 112 3
