500 124750
382 270 21
170 328 31
453 410 10
96 214 89
417 399 5
71 269 7
319 323 48
235 144 1
476 418 56
219 49 13
308 431 83
380 102 63
362 407 73
72 355 40
12 124 39
116 196 9
474 367 84
21 102 28
374 79 99
229 150 48
241 458 80
376 190 34
190 53 93
63 125 100
354 137 24
192 105 72
152 79 40
435 101 94
215 327 73
413 56 24
160 150 34
191 26 25
176 68 78
68 131 55
19 337 92
243 382 97
366 34 28
357 322 81
451 389 8
123 154 65
298 166 15
284 358 93
108 386 61
337 455 45
191 326 34
34 421 16
482 288 3
9 145 25
342 96 66
149 72 20
365 222 38
231 6 96
123 466 83
436 155 90
232 198 68
365 232 90
233 66 78
135 428 75
211 270 24
176 419 96
147 285 70
284 16 29
132 492 95
366 280 3
407 12 1
274 229 86
63 462 52
492 449 80
67 160 50
90 336 70
37 335 7
206 120 23
234 104 15
81 470 95
83 377 59
135 3 41
420 67 3
272 411 53
51 478 65
453 420 54
274 457 89
380 16 61
354 102 65
321 183 87
67 118 16
326 254 20
166 174 39
320 298 50
424 202 81
41 155 1
494 429 11
282 161 27
395 15 29
111 336 65
298 404 35
213 82 41
132 100 16
322 272 66
72 49 68
152 90 75
4 84 56
314 218 17
492 113 85
273 77 21
237 375 77
23 440 11
64 73 11
279 395 84
496 319 33
416 471 23
490 328 59
346 142 77
214 135 43
98 408 20
171 497 47
499 20 87
410 84 12
272 215 60
55 212 79
239 128 3
13 470 31
223 168 25
300 235 60
194 185 20
165 208 69
11 208 90
149 470 26
361 242 42
320 150 6
450 389 86
404 255 56
186 478 77
111 130 12
22 324 97
194 489 6
362 352 66
51 2 36
177 363 78
370 35 28
275 337 70
12 242 25
219 428 55
95 391 86
58 414 10
207 108 52
64 470 4
129 374 58
16 403 73
293 273 60
73 400 98
94 264 92
18 483 72
272 431 64
9 489 78
219 48 38
122 112 60
377 93 86
135 109 89
107 255 14
467 180 66
16 274 30
307 144 66
378 268 97
341 278 38
70 349 39
259 471 51
419 348 45
304 483 6
445 443 61
210 410 41
376 278 15
157 85 11
274 463 80
470 157 58
360 79 7
298 339 78
200 258 78
344 414 62
450 211 5
162 422 67
55 298 45
369 307 82
180 82 97
111 404 54
468 116 34
26 266 73
203 467 83
80 163 49
293 465 61
449 128 83
367 183 33
63 404 92
