400 30571
0 1 15
0 2 7
0 5 14
0 10 3
0 27 6
0 30 16
0 32 6
0 35 4
0 41 7
0 53 15
0 54 15
0 55 2
0 59 19
0 60 2
0 65 3
0 74 12
0 79 14
0 81 8
0 88 2
0 92 7
0 99 19
0 100 3
0 107 3
0 110 18
0 113 12
0 115 4
0 131 10
0 139 11
0 143 9
0 146 17
0 149 12
0 151 3
0 153 19
0 154 9
0 162 20
0 168 19
0 170 14
0 175 7
0 181 15
0 193 11
0 200 12
0 203 11
0 204 12
0 205 5
0 206 9
0 208 3
0 216 14
0 221 18
0 222 18
0 232 14
0 233 17
0 240 8
0 242 14
0 248 18
0 252 20
0 256 11
0 260 10
0 265 19
0 276 1
0 286 6
0 296 14
0 317 8
0 324 8
0 336 17
0 337 1
0 339 10
0 340 15
0 347 1
0 348 14
0 349 18
0 354 15
0 355 16
0 357 1
0 358 1
0 364 16
0 365 20
0 367 8
0 371 5
0 377 14
0 382 15
0 384 17
0 386 2
0 387 7
0 391 4
0 396 3
0 398 7
0 399 1
1 8 19
1 11 7
1 17 19
1 19 11
1 21 7
1 23 2
1 30 1
1 38 12
1 43 6
1 44 17
1 49 15
1 53 7
1 54 12
1 55 10
1 56 14
1 63 9
1 77 13
1 83 18
1 88 3
1 90 5
1 96 18
1 99 6
1 108 17
1 109 9
1 115 15
1 116 5
1 120 8
1 121 7
1 126 4
1 132 6
1 135 8
1 138 3
1 148 5
1 155 4
1 157 18
1 164 7
1 165 11
1 168 15
1 188 17
1 195 4
1 199 13
1 200 4
1 203 3
1 209 9
1 227 4
1 230 10
1 235 14
1 248 4
1 251 11
1 256 10
1 269 13
1 271 6
1 279 10
1 288 19
1 292 6
1 295 1
1 314 6
1 325 1
1 348 5
1 371 4
1 383 10
1 391 14
1 398 16
1 399 10
2 8 18
2 10 2
2 17 17
2 18 17
2 19 3
2 22 20
2 27 16
2 37 6
2 40 14
2 66 13
2 68 1
2 70 17
2 72 18
2 77 15
2 81 17
2 94 14
2 98 8
2 106 15
2 132 19
2 140 13
2 164 6
2 184 19
2 187 3
2 194 15
2 196 16
2 197 2
2 199 10
2 200 15
2 201 20
2 219 4
2 222 19
2 224 3
2 225 5
2 228 3
