1000 55664
0 2 3
0 11 19
0 25 14
0 30 5
0 41 13
0 53 14
0 63 13
0 68 16
0 69 1
0 120 17
0 124 7
0 135 10
0 144 18
0 163 3
0 196 10
0 197 15
0 206 7
0 212 19
0 214 15
0 216 5
0 246 5
0 254 12
0 311 12
0 337 6
0 358 19
0 363 7
0 377 1
0 387 15
0 431 10
0 446 7
0 465 15
0 471 2
0 486 17
0 491 9
0 500 4
0 536 18
0 557 14
0 572 16
0 593 1
0 607 4
0 610 15
0 633 11
0 636 7
0 654 5
0 678 3
0 689 12
0 698 1
0 715 4
0 742 12
0 749 20
0 770 19
0 805 19
0 806 18
0 808 15
0 810 4
0 837 19
0 887 11
0 919 10
0 939 18
0 947 15
0 961 4
0 963 18
0 967 3
0 974 17
0 975 20
0 979 19
0 982 9
0 983 19
1 5 8
1 6 5
1 22 15
1 30 15
1 35 13
1 61 16
1 66 16
1 69 16
1 90 19
1 102 13
1 117 13
1 136 18
1 175 4
1 180 12
1 185 16
1 187 16
1 210 8
1 262 12
1 268 6
1 322 11
1 352 13
1 367 8
1 374 18
1 461 20
1 462 13
1 486 13
1 494 14
1 501 11
1 516 8
1 529 6
1 568 17
1 569 19
1 576 17
1 594 8
1 627 19
1 637 7
1 697 5
1 736 11
1 738 3
1 754 4
1 793 13
1 806 7
1 848 17
1 863 8
1 873 7
1 886 8
1 888 13
1 901 18
1 912 18
1 921 8
1 976 7
1 978 13
1 993 18
2 34 19
2 42 5
2 64 8
2 102 20
2 111 12
2 117 13
2 121 10
2 127 6
2 142 9
2 144 8
2 147 20
2 148 16
2 172 10
2 182 11
2 202 16
2 206 8
2 237 18
2 244 17
2 248 14
2 249 17
2 251 8
2 331 8
2 342 19
2 343 13
2 359 3
2 360 10
2 364 2
2 365 7
2 370 13
2 373 1
2 392 15
2 393 4
2 397 12
2 399 2
2 411 8
2 421 14
2 423 16
2 446 14
2 455 18
2 491 8
2 499 15
2 506 6
2 509 6
2 524 17
2 528 14
2 544 14
2 562 12
2 573 4
2 613 11
2 614 15
2 623 19
2 673 6
2 683 15
2 697 16
2 721 14
2 724 5
2 729 6
2 739 1
2 746 5
2 752 12
2 783 14
2 796 17
2 808 7
2 822 18
2 829 1
2 841 9
2 874 3
2 905 6
2 908 11
2 921 8
2 952 13
2 971 20
2 977 8
2 986 8
3 29 12
3 49 12
3 65 19
3 75 15
3 161 3
3 162 7
3 169 1
3 174 15
3 238 4
3 241 5
3 248 20
3 255 14
3 282 17
3 304 3
3 321 1
3 334 15
3 338 5
3 345 20
3 427 14
3 432 19
3 454 12
3 457 9
3 484 17
3 512 3
3 533 8
3 574 15
3 637 17
3 642 4
3 659 11
3 729 12
3 746 18
3 765 7
3 766 17
3 770 20
3 775 7
3 818 5
3 824 6
3 881 16
3 930 16
3 932 18
3 935 8
3 944 20
3 973 9
3 992 19
4 5 11
4 18 5
4 20 11
4 28 7
4 33 20
4 52 8
4 66 13
4 76 4
4 88 14
4 118 3
4 132 10
4 144 2
4 149 20
4 152 15
4 198 2
4 222 13
4 246 7
4 309 5
4 311 2
4 324 9
4 330 12
4 331 19
4 343 13
4 365 19
4 434 4
4 453 5
4 487 6
4 494 6
4 536 8
4 537 16
4 546 19
4 570 1
4 574 14
4 647 2
4 676 19
4 685 4
4 714 12
4 718 17
4 741 17
4 763 11
4 768 3
4 769 18
4 770 16
4 826 16
4 832 4
4 868 12
4 870 20
4 879 8
4 882 12
4 935 2
4 938 15
4 943 17
4 946 6
4 954 17
4 958 17
4 968 12
4 998 4
5 18 1
5 23 9
5 48 11
5 69 6
5 81 4
5 177 10
5 190 6
5 209 1
5 214 1
5 241 8
5 279 2
5 283 7
5 313 10
5 332 15
5 363 6
5 395 4
5 404 13
5 427 13
5 452 16
5 464 15
5 500 10
5 523 2
5 535 20
5 562 1
5 573 9
5 586 15
5 620 20
5 650 12
5 660 13
5 667 12
5 669 15
5 672 4
5 676 4
5 683 3
5 687 16
5 723 18
5 725 6
5 735 4
5 750 2
5 751 12
5 788 8
5 809 2
5 843 13
5 895 5
5 912 17
5 983 4
5 991 14
5 992 10
5 995 13
6 7 17
6 8 1
6 13 15
6 19 2
6 43 13
6 59 9
6 62 7
6 64 8
6 73 6
6 78 15
6 84 18
6 89 14
6 91 15
6 121 2
6 126 11
6 164 15
6 177 1
6 199 13
6 203 7
6 215 7
6 223 12
6 226 3
6 233 13
6 235 6
6 246 10
6 257 6
6 280 7
6 290 14
6 311 7
6 318 8
6 331 9
6 338 7
6 355 13
6 364 13
6 367 4
6 379 15
6 381 8
6 386 3
6 394 1
6 401 14
6 409 1
6 431 13
6 456 14
6 473 16
6 522 20
6 528 19
6 529 6
6 552 12
6 560 16
6 566 8
6 587 3
6 631 3
6 651 19
6 660 8
6 663 19
6 684 10
6 696 11
6 757 7
6 781 14
6 796 7
6 808 14
6 812 9
6 821 7
6 877 19
6 879 3
6 886 19
6 903 4
6 931 6
6 932 19
6 943 2
6 957 15
7 14 11
7 22 9
7 65 11
7 92 4
7 99 15
7 100 2
7 101 16
7 115 15
7 152 2
7 153 7
7 169 13
7 180 9
7 181 19
7 192 8
7 214 16
7 244 13
7 250 16
7 274 4
7 283 13
7 289 9
7 300 16
7 340 11
7 355 14
7 363 15
7 400 1
7 406 5
7 424 12
7 449 8
7 455 20
7 459 16
7 504 13
7 507 3
7 519 6
7 522 9
7 531 11
7 534 6
7 536 11
7 537 3
7 542 14
7 543 19
7 548 5
7 560 13
7 591 3
7 604 13
7 619 2
7 623 19
7 625 3
7 626 12
7 632 12
7 644 15
7 672 19
7 675 9
7 678 3
7 684 10
7 715 8
7 729 10
7 743 6
7 770 14
7 800 18
7 826 8
7 848 1
7 864 13
7 918 16
7 973 1
8 21 8
8 25 8
8 75 4
8 111 4
8 147 18
8 148 18
8 184 11
8 214 11
8 226 7
8 233 1
8 238 12
8 251 20
8 258 8
8 262 6
8 281 7
8 300 2
8 323 1
8 342 8
8 351 15
8 395 7
8 403 9
8 407 2
8 481 14
8 489 6
8 501 11
8 513 15
8 514 17
8 550 1
8 603 10
8 616 6
8 623 8
8 638 11
8 642 5
8 665 16
8 680 18
8 695 4
8 722 6
8 729 6
8 738 3
8 759 5
8 784 18
8 785 12
8 786 20
8 789 15
8 803 11
8 828 17
8 831 13
8 839 4
8 845 17
8 855 1
8 857 18
8 859 20
8 903 10
8 962 7
8 975 16
9 49 13
9 50 18
9 88 6
9 95 1
9 98 11
9 119 9
9 223 7
9 243 5
9 245 20
9 255 1
9 256 1
9 268 13
9 304 9
9 312 3
9 323 11
9 330 18
9 334 18
9 357 9
9 369 13
9 383 13
9 437 7
9 458 13
9 503 16
9 548 11
9 560 19
9 630 16
9 666 5
9 683 15
9 709 6
9 711 14
9 737 8
9 761 1
9 763 1
9 780 19
9 814 14
9 820 14
9 842 2
9 850 17
9 878 14
9 885 7
9 890 20
