200 3143
0 13 6
0 22 10
0 30 12
0 32 5
0 37 1
0 45 11
0 46 5
0 47 8
0 53 9
0 58 18
0 86 15
0 88 19
0 97 19
0 107 5
0 131 3
0 135 10
0 137 18
0 145 8
0 147 14
0 195 7
1 11 1
1 13 18
1 51 13
1 57 15
1 61 4
1 72 12
1 76 20
1 81 13
1 87 20
1 90 14
1 138 19
1 149 11
1 152 4
1 155 7
1 156 18
1 163 7
2 7 11
2 10 15
2 15 16
2 24 10
2 49 13
2 59 3
2 64 13
2 69 1
2 77 6
2 78 10
2 117 6
2 125 19
2 128 18
2 144 19
2 148 5
2 155 1
3 30 20
3 39 3
3 83 8
3 84 19
3 102 6
3 124 10
3 139 1
3 173 14
3 187 15
4 3 18
4 18 12
4 24 4
4 47 17
4 51 14
4 64 4
4 82 3
4 92 5
4 93 4
4 98 12
4 103 14
4 106 9
4 108 15
4 110 20
4 111 14
4 149 19
4 164 2
4 166 2
4 167 9
4 180 7
4 190 12
5 34 5
5 48 9
5 77 9
5 82 7
5 101 20
5 106 7
5 111 12
5 135 10
5 141 13
5 151 20
5 196 15
6 19 17
6 26 20
6 34 18
6 116 6
6 147 11
6 153 6
6 154 13
6 157 15
6 166 10
6 179 13
6 181 4
6 185 6
6 188 1
6 192 18
6 196 15
7 1 17
7 12 13
7 13 16
7 15 6
7 18 17
7 37 19
7 65 12
7 69 16
7 79 12
7 82 15
7 106 14
7 119 20
7 123 16
7 141 18
7 151 18
7 157 6
7 159 12
7 178 14
8 18 20
8 24 18
8 27 1
8 36 7
8 46 10
8 54 14
8 70 9
8 120 3
8 134 5
8 142 19
8 143 19
8 146 12
8 148 14
8 170 11
8 174 8
8 184 12
8 188 8
8 194 11
8 199 7
9 1 2
9 3 5
9 8 12
9 17 16
9 20 1
9 22 20
9 23 4
9 49 9
9 56 5
9 73 12
9 99 9
9 131 7
9 156 12
9 195 6
10 3 2
10 25 7
10 44 5
10 46 15
10 63 8
10 70 1
10 81 13
10 122 11
10 156 3
10 197 18
11 17 15
11 36 9
11 48 16
11 55 1
11 67 12
11 107 14
11 112 15
11 130 17
11 140 18
11 169 17
11 173 18
11 183 4
11 193 4
11 198 4
12 8 4
12 33 7
12 52 6
12 54 19
12 58 6
12 76 20
12 78 2
12 84 17
12 86 1
12 95 14
12 100 12
12 132 13
12 133 12
12 134 17
12 164 13
12 187 5
12 191 19
12 195 11
13 11 13
13 22 18
13 43 14
13 47 16
13 48 19
13 64 6
13 66 1
13 83 7
13 86 5
13 87 18
13 99 13
13 101 5
13 109 20
13 122 17
13 195 15
14 33 12
14 43 2
14 58 4
14 59 15
14 72 12
14 87 10
14 100 2
14 101 4
14 105 9
14 124 9
14 127 13
14 128 20
14 143 18
14 144 17
14 156 2
14 159 14
14 177 11
14 197 1
15 19 4
15 34 4
15 42 2
15 44 19
15 68 6
15 89 15
15 105 11
15 109 1
15 126 4
15 136 13
15 138 12
15 177 6
16 1 14
16 10 17
16 15 1
16 25 2
16 37 19
16 55 15
16 65 10
16 97 4
16 104 8
16 110 9
16 113 6
16 138 17
16 153 7
16 182 10
16 194 12
17 2 17
17 13 7
17 15 12
17 22 13
17 26 1
17 44 10
17 57 2
17 91 1
17 92 3
17 115 4
17 120 20
17 123 2
17 124 17
17 129 11
17 150 4
17 153 17
17 161 5
17 167 13
17 186 20
17 187 15
17 189 17
18 11 13
18 28 8
18 35 2
18 41 5
18 50 14
18 54 6
18 64 15
18 82 2
18 83 18
18 92 19
18 96 19
18 103 5
18 126 7
18 161 12
19 2 18
19 5 7
19 18 11
19 33 6
19 48 4
19 49 17
19 68 12
19 74 9
19 76 13
19 87 17
19 96 5
19 110 5
19 111 1
19 112 11
19 114 4
19 115 7
19 123 11
19 146 7
19 157 8
19 175 13
19 178 18
19 186 15
20 2 15
20 10 5
20 18 20
20 34 4
20 41 11
20 57 6
20 62 13
20 64 1
20 75 12
20 81 16
20 87 8
20 92 10
20 118 1
20 145 17
20 169 15
20 170 14
20 184 15
21 2 14
21 8 9
21 15 5
21 16 14
21 25 12
21 42 3
21 57 17
21 59 16
21 61 11
21 69 18
21 76 19
21 80 12
21 87 13
21 89 1
21 90 3
21 106 20
21 111 16
21 131 16
21 148 9
21 150 5
21 153 7
21 175 8
21 188 20
21 194 10
22 3 16
22 37 19
22 55 20
22 63 5
22 65 6
22 76 15
22 92 1
22 104 19
22 105 14
22 121 17
22 128 17
22 135 5
22 155 19
22 170 13
22 177 20
22 194 11
23 3 8
23 4 7
23 5 19
23 7 13
23 11 15
23 12 1
23 16 13
23 33 8
23 38 2
23 49 6
23 57 4
23 59 12
23 123 20
23 150 13
23 169 8
23 178 14
23 180 2
24 11 9
24 25 13
24 29 1
24 59 16
24 60 10
24 131 8
24 138 9
24 159 12
24 160 12
24 171 16
24 188 16
24 192 10
25 2 14
25 6 16
25 15 14
25 32 5
25 33 16
25 55 13
25 97 20
25 98 19
25 116 14
25 117 20
25 142 14
25 159 16
25 164 11
25 191 10
26 40 5
26 42 12
26 52 5
26 62 5
26 72 20
26 73 8
26 77 18
26 97 20
26 99 20
26 100 14
26 103 1
26 120 7
26 123 4
26 154 17
26 183 7
26 192 15
26 197 9
26 199 1
27 20 4
27 39 2
27 44 6
27 46 11
27 52 12
27 57 14
27 61 18
27 66 17
27 79 20
27 81 1
27 115 10
27 119 11
27 128 12
27 142 2
27 183 9
27 191 13
28 2 15
28 4 16
28 5 7
28 22 7
28 45 11
28 47 17
28 52 3
28 53 7
28 71 2
28 72 8
28 94 3
28 95 15
28 108 18
28 114 15
28 115 17
28 120 7
28 132 9
28 136 8
28 149 9
28 171 2
28 183 13
28 198 17
29 5 11
29 31 1
29 41 2
29 45 20
29 53 14
29 54 2
29 66 14
29 77 3
29 103 13
29 107 11
29 110 3
29 117 5
29 118 9
29 122 9
29 137 1
29 168 3
29 177 3
29 180 13
29 186 18
29 189 5
30 1 11
30 2 10
30 21 3
30 24 20
30 35 19
30 44 8
30 67 1
30 69 13
30 117 7
30 123 2
30 125 15
30 132 14
30 146 13
30 147 12
30 152 1
30 158 17
30 181 7
30 183 16
30 196 19
31 13 4
31 19 17
31 21 10
31 75 15
31 82 7
31 122 5
31 147 17
31 172 10
31 183 16
31 194 9
32 8 13
32 21 11
32 26 6
32 66 10
32 67 18
32 70 14
32 76 12
32 82 6
32 121 19
32 133 2
32 144 3
32 152 3
32 153 17
32 163 12
32 164 3
32 170 20
32 171 17
32 177 11
32 190 14
32 192 4
33 11 11
33 22 4
33 30 10
33 38 10
33 40 19
33 46 2
33 84 5
33 85 15
33 105 16
33 114 9
33 118 13
33 139 10
33 141 15
33 149 20
33 166 4
33 196 7
34 16 3
34 40 12
34 59 7
34 60 13
34 62 12
34 78 12
34 100 13
34 105 20
34 148 11
34 160 16
34 180 9
34 192 3
35 1 9
35 2 15
35 44 3
35 50 14
35 60 5
35 84 17
35 102 5
35 136 6
35 197 4
36 91 7
36 111 19
36 131 15
36 137 7
36 152 12
36 165 7
36 171 20
36 178 17
36 188 1
37 5 20
37 9 18
37 13 11
37 21 12
37 23 13
37 26 1
37 74 3
37 81 20
37 110 12
37 111 1
37 140 1
37 141 16
37 185 16
37 194 17
37 195 16
38 9 13
38 25 2
38 29 3
38 45 16
38 53 13
38 59 16
38 71 14
38 74 7
38 80 17
38 95 9
38 113 18
38 118 3
38 126 15
38 129 16
38 135 1
38 144 12
38 153 6
38 155 14
38 162 17
38 163 20
38 168 17
38 179 2
38 194 1
39 14 18
39 31 13
39 36 13
39 75 9
39 118 16
39 123 2
39 128 17
39 129 9
39 132 9
39 149 15
39 161 6
