300 15795
0 12 20
0 20 15
0 23 17
0 41 6
0 46 11
0 49 2
0 56 15
0 58 1
0 73 20
0 78 3
0 81 8
0 87 19
0 88 18
0 90 12
0 104 17
0 114 14
0 116 5
0 117 8
0 121 9
0 124 8
0 139 3
0 141 5
0 149 15
0 153 14
0 160 8
0 170 16
0 172 20
0 173 5
0 176 12
0 185 6
0 188 13
0 198 2
0 208 4
0 211 11
0 214 10
0 223 1
0 227 9
0 241 17
0 250 9
0 253 13
0 255 19
0 259 8
0 269 19
0 273 17
0 282 18
0 286 18
0 288 5
0 291 5
0 293 11
0 294 5
0 298 9
1 9 17
1 13 8
1 18 6
1 27 1
1 29 14
1 31 10
1 34 18
1 35 20
1 37 3
1 58 19
1 83 8
1 87 13
1 96 20
1 97 8
1 102 15
1 105 7
1 111 6
1 117 3
1 119 17
1 121 16
1 123 18
1 124 5
1 125 6
1 127 20
1 130 6
1 134 9
1 139 3
1 141 2
1 156 16
1 159 7
1 166 2
1 171 10
1 177 13
1 180 2
1 194 13
1 195 7
1 200 3
1 203 4
1 208 8
1 212 11
1 224 3
1 228 2
1 241 18
1 247 1
1 261 16
1 265 7
1 266 12
1 289 13
1 293 18
2 8 9
2 15 13
2 21 2
2 32 7
2 36 13
2 46 17
2 50 7
2 64 8
2 80 10
2 83 17
2 105 4
2 109 4
2 111 10
2 113 18
2 116 14
2 117 13
2 124 17
2 126 5
2 140 8
2 141 3
2 147 9
2 150 19
2 159 9
2 164 7
2 168 1
2 173 9
2 181 7
2 183 10
2 192 12
2 201 18
2 203 10
2 205 3
2 206 10
2 217 9
2 218 15
2 221 3
2 226 5
2 230 17
2 235 18
2 250 10
2 251 11
2 257 20
2 259 1
2 261 1
2 263 1
2 266 4
2 267 10
2 273 20
2 274 11
2 277 18
2 294 6
2 297 16
2 298 14
3 5 1
3 10 5
3 27 7
3 29 2
3 31 18
3 41 20
3 43 13
3 48 6
3 57 15
3 58 1
3 79 12
3 81 4
3 82 10
3 85 2
3 88 17
3 105 8
3 108 19
3 118 19
3 130 9
3 154 1
3 156 17
3 158 11
3 164 18
3 167 16
3 174 12
3 181 19
3 183 17
3 191 9
3 193 12
3 197 12
3 199 3
3 209 1
3 218 20
3 220 15
3 222 6
3 223 10
3 241 11
3 250 12
3 265 3
3 268 16
3 290 18
4 10 8
4 15 18
4 20 15
4 27 12
4 35 20
4 45 20
4 50 5
4 51 8
4 56 12
4 65 13
4 67 14
4 79 9
4 80 18
4 92 3
4 104 12
4 132 2
4 135 13
4 136 15
4 140 6
4 143 10
4 150 17
4 151 12
4 162 12
4 169 9
4 174 7
4 175 20
4 180 1
4 191 14
4 199 18
4 200 14
4 201 4
4 210 17
4 216 2
4 235 13
4 241 4
4 243 15
4 253 12
4 255 12
4 257 8
4 258 5
4 259 11
4 264 13
4 267 12
4 268 13
4 274 20
4 281 13
4 288 4
4 292 12
4 299 4
5 2 9
5 8 6
5 12 14
5 26 4
5 33 12
5 35 8
5 40 18
5 46 4
5 48 18
5 66 16
5 69 16
5 88 14
5 92 4
5 93 11
5 94 1
5 98 18
5 104 6
5 107 20
5 112 20
5 114 1
5 127 3
5 132 10
5 137 6
5 145 4
5 149 8
5 163 19
5 166 10
5 171 19
5 175 14
5 186 19
5 187 5
5 189 3
5 190 17
5 193 4
5 201 2
5 202 6
5 218 19
5 228 18
5 233 5
5 238 14
5 240 3
5 241 9
5 242 15
5 252 5
5 258 10
5 268 14
5 281 6
5 283 2
5 285 14
5 288 14
5 296 5
5 299 10
6 13 10
6 15 12
6 34 2
6 41 6
6 42 12
6 43 7
6 46 16
6 53 13
6 67 19
6 80 2
6 81 4
6 85 14
6 87 20
6 89 11
6 94 13
6 100 13
6 104 9
6 109 14
6 120 10
6 134 12
6 141 1
6 153 12
6 168 5
6 169 9
6 172 9
6 176 2
6 177 9
6 179 16
6 183 16
6 186 20
6 188 7
6 192 14
6 193 7
6 195 18
6 202 19
6 204 17
6 208 12
6 216 10
6 217 17
6 218 3
6 226 13
6 230 5
6 234 19
6 235 9
6 237 10
6 245 9
6 246 20
6 250 16
6 254 1
6 257 11
6 264 20
6 269 7
6 270 16
6 274 3
6 276 6
6 281 13
6 286 7
6 288 13
6 289 3
6 291 9
6 298 2
6 299 9
7 9 15
7 16 20
7 18 6
7 27 8
7 36 2
7 37 17
7 40 18
7 43 16
7 44 8
7 65 7
7 67 16
7 75 16
7 78 13
7 79 14
7 86 2
7 91 13
7 105 18
7 112 13
7 115 17
7 119 20
7 137 16
7 143 7
7 154 10
7 156 8
7 162 13
7 163 17
7 169 7
7 172 1
7 173 14
7 177 10
7 179 5
7 180 14
7 182 16
7 187 20
7 191 4
7 197 12
7 198 7
7 199 20
7 202 18
7 207 16
7 208 15
7 211 10
7 212 12
7 220 3
7 225 3
7 231 4
7 232 8
7 237 12
7 259 7
7 271 4
7 272 3
7 281 20
7 286 13
7 287 8
7 298 16
7 299 5
8 3 11
8 10 12
8 20 7
8 27 8
8 35 13
8 40 3
8 48 13
8 63 10
8 64 3
8 66 1
8 68 18
8 70 4
8 80 6
8 81 20
8 88 4
8 94 1
8 97 20
8 115 6
8 122 5
8 126 12
8 132 10
8 133 17
8 134 10
8 135 8
8 137 3
8 144 20
8 148 11
8 151 9
8 158 8
8 162 20
8 169 9
8 170 12
8 177 13
8 181 1
8 189 6
8 192 19
8 193 7
8 200 14
8 204 1
8 209 7
8 210 17
8 213 16
8 214 14
8 217 9
8 218 3
8 220 1
8 228 4
8 244 1
8 253 8
8 258 16
8 262 20
8 263 13
8 271 13
8 273 15
8 278 7
8 281 12
8 283 10
9 2 20
9 16 11
9 19 1
9 23 19
9 24 10
9 35 10
9 37 4
9 42 10
9 49 11
9 52 2
9 55 7
9 68 15
9 70 7
9 71 10
9 78 6
9 81 5
9 86 17
9 87 18
9 104 2
9 106 8
9 112 18
9 130 10
9 136 15
9 149 4
9 156 16
9 157 20
9 163 20
9 171 9
9 195 14
9 196 15
9 199 7
9 201 19
9 222 4
9 228 9
9 229 11
9 239 3
9 241 16
9 246 13
9 255 1
9 256 19
9 279 11
9 280 9
9 285 19
9 290 3
9 293 11
9 294 16
10 2 7
10 9 8
10 15 11
10 20 7
10 33 13
10 40 18
10 42 10
10 46 16
10 52 6
10 54 2
10 57 16
10 60 14
10 61 1
10 68 11
10 70 2
10 78 10
10 83 9
10 85 11
10 91 13
10 97 18
10 101 14
10 102 19
10 105 1
10 113 19
10 132 14
10 136 6
10 149 18
10 162 5
10 164 15
10 189 7
10 194 5
10 200 2
10 202 14
10 225 15
10 226 14
10 229 12
10 232 4
10 235 11
10 242 9
10 243 18
10 248 2
10 266 12
10 282 9
10 291 15
10 293 20
10 298 18
10 299 11
11 1 3
11 3 7
11 9 14
11 22 10
11 23 6
11 26 18
11 29 4
11 33 18
11 41 8
11 45 14
11 53 14
11 56 17
11 71 8
11 72 3
11 74 20
11 76 2
11 85 20
11 86 4
11 87 19
11 100 20
11 102 8
11 104 9
11 105 11
11 116 11
11 117 10
11 118 3
11 119 13
11 121 18
11 126 4
11 132 7
11 140 20
11 141 10
11 148 7
11 158 7
11 159 5
11 174 12
11 182 17
11 186 11
11 188 11
11 191 6
11 194 7
11 199 13
11 201 6
11 206 16
11 207 12
11 217 16
11 219 18
11 220 14
11 221 11
11 222 13
11 226 4
11 245 18
11 250 2
11 254 10
11 255 5
11 256 17
11 260 15
11 265 7
11 276 10
11 285 7
11 295 16
12 4 8
12 6 8
12 8 3
12 10 11
12 17 13
12 22 7
12 36 11
12 42 6
12 55 7
12 57 9
12 66 3
12 71 13
12 84 18
12 92 20
12 101 8
12 116 3
12 122 13
12 134 20
12 140 19
12 148 9
12 160 20
12 167 5
12 173 13
12 179 14
12 183 18
12 188 19
12 207 12
12 208 1
12 222 18
12 230 17
12 233 4
12 240 17
12 244 14
12 248 6
12 251 7
12 252 13
12 254 2
12 257 20
12 264 8
12 269 1
12 284 10
12 290 20
12 291 16
12 298 3
13 12 1
13 14 10
13 15 19
13 17 12
13 19 6
13 21 6
13 26 19
13 27 1
13 29 14
13 36 14
13 46 20
13 48 14
13 55 14
13 62 12
13 68 8
13 80 9
13 83 14
13 86 2
13 94 14
13 104 7
13 107 18
13 108 18
13 109 17
13 117 19
13 120 2
13 125 14
13 126 16
13 129 19
13 130 19
13 146 18
13 152 14
13 155 7
13 162 6
13 166 4
13 169 15
13 175 18
13 180 12
13 183 6
13 185 3
13 194 2
13 198 3
13 199 4
13 206 15
13 218 13
13 227 20
13 231 9
13 237 8
13 238 7
13 239 11
13 250 14
13 252 12
13 259 14
13 260 5
13 264 17
13 269 14
13 270 19
13 275 20
13 279 9
13 286 4
13 288 11
13 294 8
13 297 12
13 298 14
14 8 13
14 12 19
14 22 6
14 23 1
14 24 18
14 28 8
14 30 4
14 38 15
14 40 2
14 45 7
14 46 18
14 65 20
14 71 12
14 74 10
14 79 14
14 81 17
14 83 2
14 86 11
14 108 10
14 114 3
14 135 1
14 138 5
14 139 3
14 141 14
14 146 18
14 147 9
14 174 17
14 177 9
14 178 19
14 189 3
14 191 11
14 205 8
14 206 18
14 210 17
14 215 6
14 232 16
14 238 4
14 244 1
14 246 14
14 247 12
14 255 14
14 256 17
14 259 12
14 260 2
14 264 15
14 269 5
14 270 17
14 272 11
14 287 14
14 295 15
14 298 3
14 299 3
15 3 14
15 7 9
15 8 11
15 9 20
15 16 9
15 17 8
15 18 3
15 20 2
15 24 8
15 27 6
15 33 6
15 36 4
15 44 2
15 61 5
15 69 15
15 85 18
15 101 16
15 104 2
15 108 6
15 115 1
15 119 20
15 124 2
15 134 6
15 145 10
15 157 5
15 164 20
15 166 6
15 178 10
15 204 11
15 207 20
15 221 15
15 233 11
15 239 17
15 242 17
15 244 1
15 249 9
15 260 20
15 265 9
15 266 15
15 271 2
15 272 10
15 274 13
15 290 13
15 291 4
15 297 14
15 299 15
16 5 2
16 12 2
16 22 11
16 23 20
16 67 18
16 74 11
16 82 17
16 83 5
16 109 13
16 126 14
16 127 3
16 128 5
16 129 1
16 130 17
16 136 13
16 138 9
16 142 20
16 148 13
16 149 3
16 152 3
16 153 11
16 158 17
16 173 1
16 175 5
16 182 8
16 200 14
16 204 17
16 216 3
16 226 19
16 231 8
16 245 12
16 247 2
16 254 8
16 257 2
16 258 7
16 266 19
16 267 19
16 277 10
16 278 10
16 291 8
16 296 10
17 3 10
17 5 17
17 10 11
17 16 13
17 22 14
17 26 14
17 38 18
17 49 2
17 52 13
17 57 20
17 61 20
17 64 14
17 66 13
17 67 14
17 69 1
17 70 4
17 71 20
17 72 17
17 74 4
17 83 14
17 88 12
17 90 17
17 93 6
17 103 1
17 105 12
17 110 1
17 114 19
17 115 9
17 117 13
17 125 18
17 129 10
17 141 1
17 147 8
17 148 14
17 164 9
17 175 7
17 178 8
17 180 13
17 188 3
17 189 15
17 195 19
17 199 13
17 200 9
17 203 20
17 207 4
17 208 4
17 216 14
17 217 8
17 223 6
17 224 8
17 227 14
17 237 15
17 249 1
17 250 18
17 253 20
17 261 17
17 262 15
17 265 17
17 268 19
17 271 15
17 272 9
17 280 8
17 297 10
18 4 9
18 6 7
18 14 5
18 29 10
18 40 9
18 51 6
18 53 2
18 54 8
18 59 2
18 69 10
18 79 15
18 82 13
18 83 19
18 87 11
18 89 1
18 111 7
18 115 5
18 123 19
18 128 12
18 140 20
18 144 5
18 154 1
18 165 14
18 172 13
18 178 16
18 180 18
18 206 2
18 216 10
18 223 8
18 224 16
18 228 13
18 229 13
18 240 8
18 245 10
18 253 11
18 257 4
18 259 6
18 262 13
18 267 9
18 271 4
18 273 6
18 279 8
18 285 20
18 297 19
19 11 8
19 12 17
19 24 9
19 25 14
19 31 1
19 40 7
19 53 10
19 59 15
19 62 16
19 67 6
19 73 8
19 74 16
19 77 2
19 79 16
19 80 13
19 87 13
19 89 4
19 95 13
19 98 20
19 111 8
19 123 1
19 125 4
19 134 10
19 139 2
19 142 17
19 147 6
19 153 10
19 157 6
19 170 6
19 171 3
19 180 12
19 185 20
19 190 4
19 191 16
19 193 5
19 205 3
19 206 3
19 215 2
19 216 20
19 219 1
19 221 1
19 225 8
19 247 16
19 255 19
19 256 5
19 266 19
19 268 17
19 277 17
19 278 9
19 280 4
19 285 18
19 287 3
19 298 7
20 2 11
20 7 7
20 9 11
20 11 2
20 12 20
20 13 12
20 21 16
20 26 5
20 27 8
20 30 17
20 32 12
20 36 11
20 37 11
20 47 12
20 52 6
20 54 6
20 56 8
20 60 5
20 62 10
